Nama,Setoran_Awal,Jangka_Waktu,Bunga,Hasil_Bunga,Hasil_Bunga_Bulan,Total_Hasil_Investasi
Kusuma Salahudin,8000000,12,0.025,200000,2400000,10400000
Jagaraga Firgantoro,18000000,3,0.03,540000,1620000,19620000
Halim Situmorang,9000000,3,0.035,315000,945000,9945000
Abyasa Prasetyo,19000000,3,0.02,380000,1140000,20140000
Naura Nuraini,11000000,6,0.015,165000,990000,11990000
Naura Mustika,15000000,12,0.015,225000,2700000,17700000
Timbul Irfandi,7000000,3,0.025,175000,525000,7525000
Mila Purwanti,11000000,3,0.02,220000,660000,11660000
Upik Widodo,7000000,6,0.02,140000,840000,7840000
Saiful Faresta,12000000,6,0.025,300000,1800000,13800000
Juli Riyanti,17000000,12,0.015,255000,3060000,20060000
Drajat Ardana,8000000,3,0.025,200000,600000,8600000
Dasa Saefullah,11000000,6,0.03,330000,1980000,12980000
Halim Zulkarnain,10000000,6,0.025,250000,1500000,11500000
Bahuwirya Ardana,7000000,3,0.02,140000,420000,7420000
Gara Darmawan,9000000,3,0.035,315000,945000,9945000
Radika Purnama,16000000,3,0.025,400000,1200000,17200000
Fathonah Maharani,16000000,6,0.015,240000,1440000,17440000
Sartika Purwanti,17000000,6,0.025,425000,2550000,19550000
Setya Agustian,20000000,6,0.03,600000,3600000,23600000
Almira Hasanah,5000000,6,0.025,125000,750000,5750000
Bella Nasyiah,14000000,12,0.025,350000,4200000,18200000
Adinata Natsir,9000000,6,0.025,225000,1350000,10350000
Ulva Pertiwi,16000000,3,0.035,560000,1680000,17680000
Dasa Santoso,17000000,6,0.025,425000,2550000,19550000
Setya Waluyo,14000000,12,0.025,350000,4200000,18200000
Akarsana Nugroho,6000000,3,0.015,90000,270000,6270000
Cemeti Jailani,15000000,12,0.025,375000,4500000,19500000
Jane Laksita,11000000,6,0.03,330000,1980000,12980000
Safina Maheswari,16000000,12,0.02,320000,3840000,19840000
Kirana Kusuma,12000000,12,0.025,300000,3600000,15600000
Janet Sudiati,16000000,6,0.015,240000,1440000,17440000
Janet Maharani,19000000,6,0.02,380000,2280000,21280000
Kasiyah Sudiati,11000000,6,0.035,385000,2310000,13310000
Dadap Haikal,10000000,6,0.025,250000,1500000,11500000
Wardi Natsir,17000000,3,0.015,255000,765000,17765000
Yessi Rachmawati,10000000,12,0.035,350000,4200000,14200000
Dagel Wibowo,6000000,3,0.025,150000,450000,6450000
Harjaya Haryanto,10000000,12,0.03,300000,3600000,13600000
Kamal Sirait,9000000,3,0.025,225000,675000,9675000
Dagel Gunarto,16000000,6,0.025,400000,2400000,18400000
Ratih Yolanda,12000000,6,0.03,360000,2160000,14160000
Embuh Budiman,7000000,12,0.02,140000,1680000,8680000
Marsito Wacana,7000000,12,0.025,175000,2100000,9100000
Hari Maryadi,5000000,3,0.035,175000,525000,5525000
Aulia Saraswati,16000000,6,0.035,560000,3360000,19360000
Gara Putra,7000000,12,0.025,175000,2100000,9100000
Mala Mandasari,9000000,12,0.025,225000,2700000,11700000
Edi Nugraha,18000000,6,0.025,450000,2700000,20700000
Eko Herlambang,5000000,6,0.025,125000,750000,5750000
Genta Namaga,10000000,6,0.015,150000,900000,10900000
Kamidin Maheswara,12000000,6,0.03,360000,2160000,14160000
Cindy Yolanda,5000000,6,0.025,125000,750000,5750000
Marsito Supriyanto,19000000,3,0.015,285000,855000,19855000
Irawati Sudiati,17000000,6,0.015,255000,1530000,18530000
Balapati Darojat,19000000,3,0.035,665000,1995000,20995000
Cecep Purnama,20000000,12,0.025,500000,6000000,26000000
Najam Uwais,19000000,6,0.035,665000,3990000,22990000
Hendri Marbun,16000000,6,0.025,400000,2400000,18400000
Ria Azzahra,11000000,3,0.025,275000,825000,11825000
Aurora Farida,18000000,3,0.03,540000,1620000,19620000
Cawisono Rayhan,14000000,12,0.025,350000,4200000,18200000
Bakda Waskita,16000000,6,0.03,480000,2880000,18880000
Indra Pranowo,14000000,12,0.025,350000,4200000,18200000
Kariman Haikal,19000000,6,0.025,475000,2850000,21850000
Mila Damayanti,17000000,12,0.03,510000,6120000,23120000
Alika Mustika,14000000,6,0.02,280000,1680000,15680000
Jail Wibowo,16000000,6,0.035,560000,3360000,19360000
Indra Firmansyah,17000000,3,0.025,425000,1275000,18275000
Nada Maharani,16000000,6,0.02,320000,1920000,17920000
Mulya Tampubolon,11000000,3,0.015,165000,495000,11495000
Kenari Uwais,20000000,3,0.025,500000,1500000,21500000
Maras Haryanto,10000000,6,0.035,350000,2100000,12100000
Raihan Marpaung,14000000,6,0.015,210000,1260000,15260000
Fathonah Azizah,11000000,12,0.02,220000,2640000,13640000
Raisa Puspita,20000000,6,0.03,600000,3600000,23600000
Raditya Ardana,19000000,3,0.035,665000,1995000,20995000
Simon Putra,10000000,3,0.035,350000,1050000,11050000
Cayadi Agustian,9000000,6,0.025,225000,1350000,10350000
Wahyu Natsir,9000000,12,0.035,315000,3780000,12780000
Luluh Santoso,14000000,12,0.025,350000,4200000,18200000
Almira Yolanda,18000000,3,0.035,630000,1890000,19890000
Yance Afifah,18000000,12,0.02,360000,4320000,22320000
Jindra Saputra,9000000,6,0.025,225000,1350000,10350000
Raina Usamah,14000000,6,0.035,490000,2940000,16940000
Darman Mangunsong,18000000,3,0.015,270000,810000,18810000
Raharja Anggriawan,19000000,3,0.035,665000,1995000,20995000
Dwi Maryadi,12000000,6,0.025,300000,1800000,13800000
Hardana Prasasta,11000000,3,0.025,275000,825000,11825000
Empluk Maheswara,14000000,6,0.03,420000,2520000,16520000
Jamil Antoni,20000000,3,0.025,500000,1500000,21500000
Dwi Natsir,5000000,3,0.025,125000,375000,5375000
Balamantri Saputra,19000000,3,0.035,665000,1995000,20995000
Garda Marpaung,5000000,3,0.02,100000,300000,5300000
Makuta Hidayanto,19000000,6,0.02,380000,2280000,21280000
Aurora Melani,16000000,6,0.035,560000,3360000,19360000
Pangestu Prakasa,19000000,12,0.02,380000,4560000,23560000
Manah Manullang,9000000,6,0.015,135000,810000,9810000
Cawisono Febian,9000000,3,0.025,225000,675000,9675000
Ghaliyati Fathina,10000000,3,0.025,250000,750000,10750000
Utama Antoni,16000000,6,0.015,240000,1440000,17440000
Warji Sitompul,18000000,6,0.02,360000,2160000,20160000
Ridwan Perdana,15000000,12,0.025,375000,4500000,19500000
Mumpuni Aswandi,18000000,12,0.03,540000,6480000,24480000
Jaya Sabian,8000000,3,0.025,200000,600000,8600000
Tari Zulaika,6000000,6,0.025,150000,900000,6900000
Puput Mardhiyah,12000000,12,0.025,300000,3600000,15600000
Prayogo Nugraha,8000000,12,0.03,240000,2880000,10880000
Uli Harini,20000000,6,0.035,700000,4200000,24200000
Kani Hassanah,9000000,6,0.025,225000,1350000,10350000
Bambang Pangestu,15000000,12,0.025,375000,4500000,19500000
Perkasa Wasita,11000000,12,0.03,330000,3960000,14960000
Irnanto Hakim,20000000,6,0.025,500000,3000000,23000000
Jumari Wibisono,17000000,3,0.015,255000,765000,17765000
Elvina Aqila,16000000,6,0.025,400000,2400000,18400000
Tri Suwarno,17000000,3,0.025,425000,1275000,18275000
Zizi Saputri,14000000,3,0.025,350000,1050000,15050000
Utama Alamsyah,8000000,12,0.035,280000,3360000,11360000
Eluh Irfandi,10000000,6,0.025,250000,1500000,11500000
Jumari Rajata,14000000,3,0.035,490000,1470000,15470000
Asmadi Fabian,19000000,3,0.025,475000,1425000,20425000
Mustofa Alamsyah,8000000,6,0.035,280000,1680000,9680000
Enteng Sinaga,14000000,6,0.02,280000,1680000,15680000
Pranata Arifin,9000000,3,0.02,180000,540000,9540000
Adika Prasetyo,16000000,3,0.035,560000,1680000,17680000
Sabar Manullang,12000000,3,0.015,180000,540000,12540000
Novi Safitri,11000000,3,0.025,275000,825000,11825000
Rahmi Lestari,10000000,6,0.025,250000,1500000,11500000
Akarsana Pradipta,10000000,3,0.02,200000,600000,10600000
Kawaca Situmorang,17000000,6,0.025,425000,2550000,19550000
Balamantri Pradipta,17000000,12,0.025,425000,5100000,22100000
Kamila Aqila,14000000,6,0.025,350000,2100000,16100000
Unjani Utami,16000000,6,0.02,320000,1920000,17920000
Naura Lailasari,12000000,6,0.03,360000,2160000,14160000
Purwa Purwadi,6000000,6,0.015,90000,540000,6540000
Natalia Uyainah,11000000,3,0.03,330000,990000,11990000
Raden Hermawan,18000000,12,0.025,450000,5400000,23400000
Mutia Wahyuni,15000000,6,0.015,225000,1350000,16350000
Gaduh Maheswara,19000000,6,0.015,285000,1710000,20710000
Bakianto Nababan,9000000,6,0.02,180000,1080000,10080000
Kamila Handayani,7000000,3,0.015,105000,315000,7315000
Linda Permata,19000000,12,0.025,475000,5700000,24700000
Cahyono Winarno,17000000,12,0.035,595000,7140000,24140000
Heru Irfandi,14000000,6,0.025,350000,2100000,16100000
Betania Yulianti,20000000,3,0.02,400000,1200000,21200000
Febrina Anandya,20000000,6,0.035,700000,4200000,24200000
Aulia Agustina,12000000,6,0.015,180000,1080000,13080000
Prabowo Hidayanto,11000000,6,0.03,330000,1980000,12980000
Ridwan Yudhistira,20000000,3,0.03,600000,1800000,21800000
Edison Napitupulu,15000000,6,0.03,450000,2700000,17700000
Balijan Gunawan,11000000,3,0.025,275000,825000,11825000
Ganep Nashiruddin,5000000,12,0.025,125000,1500000,6500000
Cinta Yulianti,10000000,3,0.035,350000,1050000,11050000
Agus Kurniawan,14000000,3,0.025,350000,1050000,15050000
Ganesha Lailasari,9000000,6,0.03,270000,1620000,10620000
Mitra Mansur,16000000,3,0.035,560000,1680000,17680000
Balangga Kuswoyo,7000000,6,0.035,245000,1470000,8470000
Irsad Nugroho,9000000,6,0.025,225000,1350000,10350000
Cahyo Purnawarman,7000000,3,0.03,210000,630000,7630000
Kuncara Megantara,9000000,12,0.025,225000,2700000,11700000
Latif Lazuardi,5000000,3,0.025,125000,375000,5375000
Mahdi Salahudin,11000000,6,0.035,385000,2310000,13310000
Gaman Gunawan,12000000,3,0.025,300000,900000,12900000
Faizah Mayasari,18000000,12,0.015,270000,3240000,21240000
Hana Yuniar,5000000,6,0.025,125000,750000,5750000
Rahmat Oktavian,12000000,3,0.025,300000,900000,12900000
Hardi Marbun,17000000,3,0.02,340000,1020000,18020000
Rosa Zahrah,6000000,6,0.025,150000,900000,6900000
Narji Hidayanto,18000000,6,0.03,540000,3240000,21240000
Garang Siregar,18000000,3,0.025,450000,1350000,19350000
Lestari Saraswati,18000000,3,0.025,450000,1350000,19350000
Kenzie Simbolon,16000000,6,0.02,320000,1920000,17920000
Rika Hastuti,12000000,12,0.025,300000,3600000,15600000
Hani Rahmawati,9000000,12,0.025,225000,2700000,11700000
Lutfan Narpati,16000000,6,0.015,240000,1440000,17440000
Halim Mansur,11000000,12,0.025,275000,3300000,14300000
Pandu Wahyudin,14000000,12,0.025,350000,4200000,18200000
Sabri Mahardika,17000000,3,0.035,595000,1785000,18785000
Ilsa Nurlaela,19000000,3,0.025,475000,1425000,20425000
Aswani Widodo,10000000,6,0.025,250000,1500000,11500000
Niyaga Hutasoit,19000000,3,0.035,665000,1995000,20995000
Irfan Setiawan,9000000,6,0.025,225000,1350000,10350000
Maras Sinaga,11000000,6,0.02,220000,1320000,12320000
Kadir Fabian,12000000,3,0.025,300000,900000,12900000
Umar Bagaskara,17000000,6,0.035,595000,3570000,20570000
Kajen Rajata,11000000,12,0.03,330000,3960000,14960000
Kartika Melinda,10000000,3,0.02,200000,600000,10600000
Teddy Narpati,16000000,6,0.015,240000,1440000,17440000
Irawati Handayani,18000000,3,0.025,450000,1350000,19350000
Ozy Alamsyah,6000000,6,0.02,120000,720000,6720000
Daniswara Sitompul,14000000,12,0.035,490000,5880000,19880000
Daliman Aswandi,17000000,3,0.025,425000,1275000,18275000
Pratiwi Ningrum,17000000,12,0.02,340000,4080000,21080000
Najam Wicaksono,19000000,12,0.035,665000,7980000,26980000
Darimin Hutasoit,9000000,6,0.025,225000,1350000,10350000
Kairav Nugroho,12000000,6,0.015,180000,1080000,13080000
Wakiman Napitupulu,5000000,12,0.02,100000,1200000,6200000
Hasta Lesmana,17000000,12,0.025,425000,5100000,22100000
Unggul Ardana,16000000,6,0.035,560000,3360000,19360000
Zulfa Juwita,16000000,3,0.025,400000,1200000,17200000
Imam Wibisono,11000000,6,0.035,385000,2310000,13310000
Dirja Megantara,8000000,3,0.035,280000,840000,8840000
Azalea Ningrum,6000000,3,0.02,120000,360000,6360000
Bahuraksa Haikal,14000000,3,0.035,490000,1470000,15470000
Yahya Rajata,20000000,6,0.015,300000,1800000,21800000
Bagas Yudhistira,10000000,3,0.02,200000,600000,10600000
Kani Harini,10000000,12,0.02,200000,2400000,12400000
Anom Budiyanto,15000000,6,0.025,375000,2250000,17250000
Ibrani Maryadi,20000000,3,0.02,400000,1200000,21200000
Rosa Mardhiyah,12000000,6,0.025,300000,1800000,13800000
Nalar Mansur,11000000,3,0.02,220000,660000,11660000
Melinda Farida,14000000,12,0.025,350000,4200000,18200000
Luis Haikal,19000000,6,0.015,285000,1710000,20710000
Usyi Rahimah,12000000,6,0.025,300000,1800000,13800000
Dwi Anggraini,14000000,3,0.025,350000,1050000,15050000
Omar Prasasta,11000000,6,0.035,385000,2310000,13310000
Opung Simanjuntak,8000000,6,0.02,160000,960000,8960000
Kasim Adhitama,11000000,6,0.035,385000,2310000,13310000
Humaira Wastuti,17000000,3,0.025,425000,1275000,18275000
Taufik Rajasa,16000000,12,0.035,560000,6720000,22720000
Gangsar Utama,15000000,6,0.035,525000,3150000,18150000
Cengkir Mustofa,7000000,6,0.025,175000,1050000,8050000
Jaya Suryono,9000000,12,0.025,225000,2700000,11700000
Raden Wicaksono,19000000,6,0.02,380000,2280000,21280000
Prita Halimah,10000000,6,0.035,350000,2100000,12100000
Reksa Perdana,9000000,3,0.035,315000,945000,9945000
Kezia Azzahra,5000000,3,0.025,125000,375000,5375000
Candrakanta Mandala,5000000,6,0.02,100000,600000,5600000
Jaiman Supriyanto,16000000,6,0.02,320000,1920000,17920000
Putri Elvina,20000000,3,0.035,700000,2100000,22100000
Jabal Habibi,5000000,12,0.015,75000,900000,5900000
Dono Dirgantara,10000000,6,0.025,250000,1500000,11500000
Mulyono Wicaksono,18000000,12,0.035,630000,7560000,25560000
Farhunnisa Purnama,10000000,6,0.025,250000,1500000,11500000
Wirda Anggraini,15000000,3,0.025,375000,1125000,16125000
Pratiwi Lestari,17000000,3,0.035,595000,1785000,18785000
Lanang Hardiansyah,9000000,6,0.025,225000,1350000,10350000
Tomi Hardiansyah,14000000,6,0.015,210000,1260000,15260000
Ikhsan Fabian,16000000,12,0.025,400000,4800000,20800000
Anita Melinda,20000000,3,0.03,600000,1800000,21800000
Mulyono Yulianto,17000000,3,0.02,340000,1020000,18020000
Fitriani Nurlaela,8000000,6,0.02,160000,960000,8960000
Surya Suryono,14000000,6,0.025,350000,2100000,16100000
Vanesa Aryani,8000000,6,0.035,280000,1680000,9680000
Rizki Waluyo,11000000,12,0.03,330000,3960000,14960000
Surya Habibi,14000000,3,0.025,350000,1050000,15050000
Niyaga Mangunsong,17000000,6,0.03,510000,3060000,20060000
Gatot Utama,7000000,3,0.03,210000,630000,7630000
Enteng Sitorus,10000000,3,0.035,350000,1050000,11050000
Nadia Nasyiah,7000000,12,0.035,245000,2940000,9940000
Restu Namaga,18000000,3,0.03,540000,1620000,19620000
Asmianto Mangunsong,15000000,12,0.035,525000,6300000,21300000
Harja Prayoga,12000000,6,0.015,180000,1080000,13080000
Titin Usada,8000000,12,0.025,200000,2400000,10400000
Jabal Rajata,15000000,6,0.02,300000,1800000,16800000
Novi Halimah,16000000,6,0.035,560000,3360000,19360000
Tania Mardhiyah,8000000,3,0.035,280000,840000,8840000
Galur Anggriawan,17000000,6,0.025,425000,2550000,19550000
Zamira Prastuti,6000000,6,0.025,150000,900000,6900000
Anggabaya Saputra,14000000,6,0.03,420000,2520000,16520000
Danuja Hermawan,12000000,6,0.015,180000,1080000,13080000
Mahmud Iswahyudi,7000000,3,0.015,105000,315000,7315000
Karta Mangunsong,18000000,12,0.02,360000,4320000,22320000
Karma Saragih,18000000,6,0.035,630000,3780000,21780000
Ayu Wulandari,14000000,6,0.015,210000,1260000,15260000
Perkasa Budiyanto,19000000,12,0.025,475000,5700000,24700000
Darmaji Yudhistira,15000000,3,0.025,375000,1125000,16125000
Dariati Utama,17000000,3,0.035,595000,1785000,18785000
Julia Hartati,10000000,3,0.035,350000,1050000,11050000
Zulfa Ramadhani,10000000,6,0.035,350000,2100000,12100000
Raihan Saefullah,10000000,6,0.02,200000,1200000,11200000
Digdaya Aswandi,18000000,3,0.035,630000,1890000,19890000
Ibrahim Ahmad,17000000,3,0.025,425000,1275000,18275000
Gilang Adriansyah,10000000,6,0.015,150000,900000,10900000
Warsa Wacana,17000000,6,0.025,425000,2550000,19550000
Purwa Pradipta,16000000,3,0.02,320000,960000,16960000
Gilda Azzahra,16000000,3,0.025,400000,1200000,17200000
Gawati Leilani,15000000,6,0.02,300000,1800000,16800000
Febi Putri,11000000,6,0.025,275000,1650000,12650000
Carla Nasyidah,12000000,6,0.015,180000,1080000,13080000
Prasetya Napitupulu,10000000,6,0.035,350000,2100000,12100000
Farhunnisa Andini,9000000,3,0.025,225000,675000,9675000
Nova Wastuti,14000000,6,0.035,490000,2940000,16940000
Ivan Anggriawan,14000000,6,0.015,210000,1260000,15260000
Wakiman Hutagalung,20000000,6,0.035,700000,4200000,24200000
Maida Yulianti,15000000,6,0.02,300000,1800000,16800000
Tedi Narpati,6000000,12,0.025,150000,1800000,7800000
Jindra Febian,8000000,3,0.025,200000,600000,8600000
Aswani Perdana,18000000,12,0.02,360000,4320000,22320000
Lestari Aurelia,17000000,6,0.035,595000,3570000,20570000
Galar Nugraha,17000000,12,0.02,340000,4080000,21080000
Kajen Simanjuntak,7000000,3,0.02,140000,420000,7420000
Ikhsan Sitorus,19000000,6,0.02,380000,2280000,21280000
Prasetya Marpaung,11000000,3,0.035,385000,1155000,12155000
Virman Mansur,15000000,6,0.025,375000,2250000,17250000
Martani Lesmana,12000000,3,0.02,240000,720000,12720000
Cahyadi Zulkarnain,11000000,12,0.035,385000,4620000,15620000
Kenzie Prayoga,20000000,6,0.02,400000,2400000,22400000
Dyah Utami,20000000,3,0.03,600000,1800000,21800000
Embuh Wardana,9000000,6,0.035,315000,1890000,10890000
Cinthia Azizah,20000000,12,0.02,400000,4800000,24800000
Keisha Palastri,5000000,12,0.035,175000,2100000,7100000
Prayitna Budiyanto,9000000,12,0.025,225000,2700000,11700000
Latif Satria,5000000,3,0.035,175000,525000,5525000
Asirwanda Adhitama,15000000,3,0.025,375000,1125000,16125000
Panca Antoni,18000000,6,0.015,270000,1620000,19620000
Hasan Nashiruddin,7000000,3,0.02,140000,420000,7420000
Galang Tamba,16000000,12,0.03,480000,5760000,21760000
Balijan Satria,17000000,12,0.025,425000,5100000,22100000
Aslijan Prasetya,18000000,6,0.025,450000,2700000,20700000
Legawa Supriyanto,12000000,12,0.025,300000,3600000,15600000
Estiono Wicaksono,12000000,6,0.025,300000,1800000,13800000
Jefri Habibi,18000000,12,0.025,450000,5400000,23400000
Cakrabuana Prabowo,7000000,12,0.015,105000,1260000,8260000
Sakti Purnawarman,8000000,3,0.015,120000,360000,8360000
Mila Nurdiyanti,20000000,3,0.02,400000,1200000,21200000
Parman Prabowo,19000000,12,0.025,475000,5700000,24700000
Laksana Prasetya,20000000,3,0.035,700000,2100000,22100000
Lulut Oktovian,17000000,12,0.015,255000,3060000,20060000
Gangsa Salahudin,11000000,12,0.025,275000,3300000,14300000
Restu Rahayu,17000000,3,0.015,255000,765000,17765000
Amalia Andini,5000000,3,0.035,175000,525000,5525000
Labuh Natsir,7000000,6,0.02,140000,840000,7840000
Martani Dirgantara,7000000,6,0.03,210000,1260000,8260000
Bakidin Mahardika,9000000,3,0.035,315000,945000,9945000
Pranata Sudrajat,9000000,6,0.02,180000,1080000,10080000
Jatmiko Hermawan,9000000,3,0.02,180000,540000,9540000
Umar Tarihoran,17000000,12,0.03,510000,6120000,23120000
Ida Aryani,16000000,3,0.02,320000,960000,16960000
Caraka Syahreza,11000000,6,0.035,385000,2310000,13310000
Unjani Melinda,19000000,6,0.03,570000,3420000,22420000
Malika Andini,7000000,3,0.025,175000,525000,7525000
Jinawi Rahardian,11000000,3,0.02,220000,660000,11660000
Natalia Prastuti,19000000,3,0.035,665000,1995000,20995000
Jarwa Suryono,7000000,6,0.025,175000,1050000,8050000
Atma Pangestu,7000000,6,0.035,245000,1470000,8470000
Estiono Lazuardi,10000000,3,0.015,150000,450000,10450000
Teddy Mahardika,10000000,3,0.035,350000,1050000,11050000
Irnanto Perdana,9000000,3,0.015,135000,405000,9405000
Baktiono Ardana,19000000,12,0.025,475000,5700000,24700000
Elvin Purnama,12000000,6,0.025,300000,1800000,13800000
Kenzie Antoni,9000000,12,0.035,315000,3780000,12780000
Jarwi Pradipta,15000000,6,0.02,300000,1800000,16800000
Cahyanto Iswahyudi,10000000,3,0.03,300000,900000,10900000
Jayadi Mahardika,8000000,6,0.02,160000,960000,8960000
Irma Wahyuni,19000000,12,0.025,475000,5700000,24700000
Mursita Pranowo,11000000,6,0.025,275000,1650000,12650000
Jasmin Rahmawati,15000000,12,0.025,375000,4500000,19500000
Unggul Siregar,7000000,6,0.025,175000,1050000,8050000
Zulaikha Palastri,15000000,6,0.03,450000,2700000,17700000
Gatot Wacana,7000000,6,0.025,175000,1050000,8050000
Cornelia Rahayu,14000000,12,0.035,490000,5880000,19880000
Lulut Manullang,20000000,3,0.035,700000,2100000,22100000
Cakrabirawa Hardiansyah,7000000,6,0.035,245000,1470000,8470000
Malik Darojat,12000000,6,0.025,300000,1800000,13800000
Kairav Siregar,9000000,12,0.025,225000,2700000,11700000
Jaga Sihotang,18000000,12,0.035,630000,7560000,25560000
Shakila Aryanti,12000000,3,0.03,360000,1080000,13080000
Karen Harini,16000000,6,0.025,400000,2400000,18400000
Puspita Mustika,10000000,6,0.025,250000,1500000,11500000
Anggun Nurdiyanti,10000000,6,0.025,250000,1500000,11500000
Ajimat Iswahyudi,18000000,6,0.03,540000,3240000,21240000
Nasrullah Abiputra,9000000,3,0.025,225000,675000,9675000
Zulfa Damayanti,17000000,6,0.025,425000,2550000,19550000
Lantar Sitorus,11000000,6,0.02,220000,1320000,12320000
Ridwan Gunawan,7000000,6,0.025,175000,1050000,8050000
Cakrawangsa Oktovian,19000000,6,0.015,285000,1710000,20710000
Lulut Wibowo,19000000,12,0.015,285000,3420000,22420000
Irsad Firmansyah,15000000,3,0.02,300000,900000,15900000
Jinawi Sudrajat,20000000,6,0.025,500000,3000000,23000000
Raina Mayasari,16000000,3,0.035,560000,1680000,17680000
Naradi Santoso,14000000,12,0.025,350000,4200000,18200000
Ganda Hakim,16000000,6,0.02,320000,1920000,17920000
Calista Puspasari,19000000,3,0.035,665000,1995000,20995000
Jagaraga Oktavian,16000000,6,0.035,560000,3360000,19360000
Nasim Nugraha,8000000,12,0.03,240000,2880000,10880000
Jaiman Firgantoro,14000000,6,0.025,350000,2100000,16100000
Yessi Halimah,17000000,6,0.025,425000,2550000,19550000
Tiara Leilani,9000000,6,0.025,225000,1350000,10350000
Kasiran Maheswara,19000000,12,0.025,475000,5700000,24700000
Rika Rachmawati,15000000,12,0.025,375000,4500000,19500000
Adinata Januar,15000000,12,0.035,525000,6300000,21300000
Dimaz Ahmad,7000000,3,0.025,175000,525000,7525000
Yuliana Hasanah,12000000,3,0.035,420000,1260000,13260000
Pranawa Hakim,20000000,6,0.025,500000,3000000,23000000
Linda Pudjiastuti,6000000,6,0.03,180000,1080000,7080000
Prabowo Mandala,11000000,6,0.025,275000,1650000,12650000
Bahuraksa Airlangga,9000000,12,0.025,225000,2700000,11700000
Eman Hardiansyah,15000000,6,0.025,375000,2250000,17250000
Ikin Sirait,7000000,6,0.03,210000,1260000,8260000
Ghaliyati Anandya,7000000,6,0.035,245000,1470000,8470000
Ami Andini,17000000,12,0.035,595000,7140000,24140000
Adikara Nugraha,5000000,12,0.025,125000,1500000,6500000
Ajiman Handoko,20000000,3,0.035,700000,2100000,22100000
Muni Nugroho,20000000,3,0.025,500000,1500000,21500000
Tri Juwita,11000000,6,0.015,165000,990000,11990000
Irfan Saptono,18000000,6,0.025,450000,2700000,20700000
Unjani Salsabilla,11000000,3,0.025,275000,825000,11825000
Putu Haikal,7000000,3,0.02,140000,420000,7420000
Galih Simbolon,7000000,3,0.035,245000,735000,7735000
Purwa Suryono,15000000,12,0.025,375000,4500000,19500000
Tari Ramadhani,12000000,3,0.025,300000,900000,12900000
Adhiarja Latupono,18000000,3,0.025,450000,1350000,19350000
Hamzah Maulana,9000000,6,0.025,225000,1350000,10350000
Mursinin Napitupulu,7000000,3,0.015,105000,315000,7315000
Wardi Faresta,20000000,6,0.025,500000,3000000,23000000
Zizi Afifah,20000000,6,0.025,500000,3000000,23000000
Kusuma Hidayat,20000000,12,0.035,700000,8400000,28400000
Teddy Waluyo,14000000,6,0.035,490000,2940000,16940000
Sasha Ningrum,15000000,12,0.03,450000,5400000,20400000
Zaenab Ardiyanti,19000000,6,0.015,285000,1710000,20710000
Kajen Antoni,8000000,12,0.02,160000,1920000,9920000
Jaya Sihotang,15000000,3,0.025,375000,1125000,16125000
Natalia Halimah,20000000,6,0.025,500000,3000000,23000000
Caket Pratama,11000000,6,0.03,330000,1980000,12980000
Darimin Hutasoit,16000000,12,0.025,400000,4800000,20800000
Ditya Riyanti,14000000,6,0.03,420000,2520000,16520000
Eka Laksita,16000000,3,0.015,240000,720000,16720000
Yessi Padmasari,10000000,6,0.015,150000,900000,10900000
Ajiman Prasetya,17000000,6,0.025,425000,2550000,19550000
Cayadi Prabowo,10000000,12,0.03,300000,3600000,13600000
Kawaca Manullang,9000000,6,0.015,135000,810000,9810000
Darijan Kusumo,7000000,6,0.025,175000,1050000,8050000
Kasusra Adhitama,14000000,6,0.015,210000,1260000,15260000
Usyi Saputri,20000000,3,0.03,600000,1800000,21800000
Umi Zahrah,14000000,6,0.025,350000,2100000,16100000
Ria Handayani,6000000,6,0.015,90000,540000,6540000
Bagas Maryadi,15000000,6,0.015,225000,1350000,16350000
Vino Adhitama,18000000,6,0.02,360000,2160000,20160000
Lala Damayanti,12000000,12,0.03,360000,4320000,16320000
Mustika Wardana,6000000,6,0.02,120000,720000,6720000
Usyi Rahmawati,15000000,12,0.025,375000,4500000,19500000
Luhung Antoni,12000000,6,0.025,300000,1800000,13800000
Paiman Zulkarnain,20000000,12,0.02,400000,4800000,24800000
Irfan Purnawarman,14000000,6,0.015,210000,1260000,15260000
Damu Kuswoyo,11000000,6,0.035,385000,2310000,13310000
Opung Santoso,16000000,12,0.035,560000,6720000,22720000
Kemal Wahyudin,18000000,3,0.02,360000,1080000,19080000
Prita Hassanah,18000000,6,0.025,450000,2700000,20700000
Ibrani Purnawarman,9000000,6,0.02,180000,1080000,10080000
Damu Lesmana,17000000,12,0.03,510000,6120000,23120000
Hartaka Nainggolan,8000000,6,0.035,280000,1680000,9680000
Garang Antoni,8000000,6,0.02,160000,960000,8960000
Harja Najmudin,10000000,3,0.025,250000,750000,10750000
Wage Prasetyo,8000000,12,0.025,200000,2400000,10400000
Ganesha Haryanti,6000000,6,0.025,150000,900000,6900000
Mulyono Budiyanto,12000000,6,0.025,300000,1800000,13800000
Cawuk Sinaga,20000000,6,0.025,500000,3000000,23000000
Taufan Gunarto,11000000,6,0.015,165000,990000,11990000
Raharja Wardana,9000000,12,0.025,225000,2700000,11700000
Nadia Riyanti,20000000,3,0.025,500000,1500000,21500000
Aslijan Maulana,14000000,6,0.03,420000,2520000,16520000
Ajiono Firmansyah,12000000,6,0.035,420000,2520000,14520000
Cornelia Salsabilla,7000000,12,0.025,175000,2100000,9100000
